"name","category","size","duration","format","profile","hdr","bitrate","framerate","resolution","audios","subtitles","audio_langs","subtitle_langs"
"Game of Thrones (2011) - S06E07 - The Broken Man [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.35 GiB","00:50:20","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S08E03 - The Long Night [Bluray-1080p][AC3 5.1][x264].mkv","shows","7.03 GiB","01:21:20","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S06E04 - Book of the Stranger [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.07 GiB","00:58:41","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S06E08 - No One [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.04 GiB","00:58:20","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S06E02 - Home [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.64 GiB","00:53:42","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S06E01 - The Red Woman [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.33 GiB","00:50:04","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E10 - Fire and Blood [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.38 GiB","00:52:37","AVC","High","-","9800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E01 - Winter Is Coming [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.22 GiB","01:01:37","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S06E05 - The Door [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.91 GiB","00:56:48","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E07 - You Win or You Die [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.81 GiB","00:57:47","AVC","High","-","9800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E04 - Cripples Bastards and Broken Things [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.63 GiB","00:55:37","AVC","High","-","9800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S01E02 - The Kingsroad [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.68 GiB","00:55:17","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E06 - A Golden Crown [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.38 GiB","00:52:36","AVC","High","-","9800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S06E10 - The Winds of Winter [Bluray-1080p][AC3 5.1][x264].mkv","shows","5.88 GiB","01:08:01","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Game of Thrones (2011) - S06E03 - Oathbreaker [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.51 GiB","00:52:12","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E08 - The Pointy End [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.84 GiB","00:58:08","AVC","High","-","9800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E05 - The Wolf and the Lion [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.52 GiB","00:54:16","AVC","High","-","9800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"FROM (2022) - S03E02 - When We Go [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","4.19 GiB","00:59:19","AVC","High","-","7215 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E08 - Thresholds [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","2.84 GiB","00:50:20","AVC","High","-","5186 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E03 - Lord Snow [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.84 GiB","00:57:14","AVC","High","-","10000 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E01 - Shatter [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","3.54 GiB","00:51:14","AVC","High","-","7004 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E06 - Scar Tissue [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","3.46 GiB","00:55:24","AVC","High","-","6052 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Game of Thrones (2011) - S01E09 - Baelor [Bluray-1080p][AC3 5.1][x264].mkv","shows","4.68 GiB","00:56:16","AVC","High","-","9800 kb/s","23.976","1920x1080","[ru, AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 640 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E10 - Revelations Chapter Two [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","4.97 GiB","01:13:28","AVC","High","-","6866 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E09 - Revelations Chapter One [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","3.98 GiB","00:57:18","AVC","High","-","7038 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E07 - These Fragile Lives [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","3.12 GiB","00:48:49","AVC","High","-","6303 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 320 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E03 - Mouse Trap [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","3.18 GiB","00:47:40","AVC","High","-","6665 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E10 - Once Upon a Time… [WEBDL-1080p][AC3 5.1][h264].mkv","shows","3.82 GiB","00:59:23","AVC","High","-","7081 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E01 - Strangers in a Strange Land [WEBDL-1080p][AC3 5.1][h264].mkv","shows","2.86 GiB","00:47:26","AVC","High","-","6509 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E05 - The Light of Day [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","3.36 GiB","00:53:26","AVC","High","-","6092 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E04 - This Way Gone [WEBDL-1080p][AC3 5.1][h264].mkv","shows","2.84 GiB","00:47:47","AVC","High","-","6385 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E03 - Tether [WEBDL-1080p][AC3 5.1][h264].mkv","shows","3.35 GiB","00:50:50","AVC","High","-","7311 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S03E04 - There and Back Again [WEBDL-1080p][EAC3 5.1][h264].mkv","shows","2.64 GiB","00:46:05","AVC","High","-","5312 kb/s","23.976","1920x1080","[ru, E-AC-3, 640 kb/s, 6ch, default]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 6ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E06 - Pas de Deux [WEBDL-1080p][AC3 5.1][h264].mkv","shows","2.92 GiB","00:48:50","AVC","High","-","6426 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E05 - Lullaby [WEBDL-1080p][AC3 5.1][h264].mkv","shows","3.51 GiB","00:53:06","AVC","High","-","7333 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E07 - Belly of the Beast [WEBDL-1080p][AC3 5.1][h264].mkv","shows","3.17 GiB","00:49:02","AVC","High","-","7119 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E02 - The Kindness of Strangers [WEBDL-1080p][AC3 5.1][h264].mkv","shows","2.51 GiB","00:46:01","AVC","High","-","5690 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E08 - Forest for the Trees [WEBDL-1080p][AC3 5.1][h264].mkv","shows","2.75 GiB","00:45:37","AVC","High","-","6512 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT, forced]; [ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S01E08 - Broken Windows Open Doors [HDTV-1080p][AC3 2.0][h264].mkv","shows","3.01 GiB","00:55:10","AVC","High","-","6779 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S01E06 - Book 74 [HDTV-1080p][AC3 2.0][h264].mkv","shows","2.37 GiB","00:48:33","AVC","High","-","5960 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S02E09 - Ball of Magic Fire [WEBDL-1080p][AC3 5.1][h264].mkv","shows","2.71 GiB","00:46:36","AVC","High","-","6208 kb/s","23.976","1920x1080","[ru, AC-3, 448 kb/s, 6ch, default]; [ru, AC-3, 448 kb/s, 6ch]; [ru, AC-3, 384 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S01E04 - A Rock and a Farway [HDTV-1080p][AC3 2.0][h264].mkv","shows","2.77 GiB","00:48:05","AVC","High","-","7230 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S01E02 - The Way Things Are Now [HDTV-1080p][AC3 2.0][h264].mkv","shows","2.37 GiB","00:49:26","AVC","High","-","5827 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S01E01 - Long Days Journey Into Night [HDTV-1080p][AC3 2.0][h264].mkv","shows","3.15 GiB","00:52:35","AVC","High","-","7535 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S01E10 - Oh the Places Well Go [HDTV-1080p][AC3 2.0][h264].mkv","shows","2.87 GiB","00:47:31","AVC","High","-","7625 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"FROM (2022) - S01E09 - Into the Woods [HDTV-1080p][AC3 2.0][h264].mkv","shows","2.59 GiB","00:45:25","AVC","High","-","7145 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Band of Brothers (2001) - S01E10 - Points [Bluray-1080p][AC3 2.0][x264].mkv","shows","9.22 GiB","01:02:15","AVC","High","-","15432 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Band of Brothers (2001) - S01E02 - Day of Days [Bluray-1080p][AC3 2.0][x264].mkv","shows","7.43 GiB","00:52:02","AVC","High","-","14687 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"FROM (2022) - S01E05 - Silhouettes [HDTV-1080p][AC3 2.0][h264].mkv","shows","2.61 GiB","00:48:30","AVC","High","-","6684 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Band of Brothers (2001) - S01E06 - Bastogne [Bluray-1080p][AC3 2.0][x264].mkv","shows","9.33 GiB","01:07:19","AVC","High","-","14111 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"FROM (2022) - S01E07 - All Good Things [HDTV-1080p][AC3 2.0][h264].mkv","shows","2.92 GiB","00:50:13","AVC","High","-","7305 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Band of Brothers (2001) - S01E01 - Currahee [Bluray-1080p][AC3 2.0][x264].mkv","shows","10.01 GiB","01:13:13","AVC","High","-","13796 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Band of Brothers (2001) - S01E09 - Why We Fight [Bluray-1080p][AC3 2.0][x264].mkv","shows","7.8 GiB","00:58:11","AVC","High","-","13419 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [ru, AC-3, 192 kb/s, 2ch]; [ru, AC-3, 192 kb/s, 2ch]; [ru, DTS, 1509 kb/s, 6ch]; [ru, AC-3, 448 kb/s, 6ch]; [ru, DTS, 1509 kb/s, 6ch]; [en, DTS, 1509 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"Sherlock (2010) - S01E01 - A Study in Pink [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","8.12 GiB","01:28:02","AVC","High","-","11922 kb/s","25.000","1920x1080","[ru, AC-3, 640 kb/s, 2ch, default]; [en, AC-3, 640 kb/s, 2ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
"FROM (2022) - S01E03 - Choosing Day [HDTV-1080p][AC3 2.0][h264].mkv","shows","2.9 GiB","00:52:18","AVC","High","-","6909 kb/s","23.976","1920x1080","[ru, AC-3, 384 kb/s, 2ch, default]; [en, E-AC-3, 640 kb/s, 6ch, default]","[ru, SRT]; [en, SRT, default]; [en, SRT]","en,ru","en,ru"
"Sherlock (2010) - S01E02 - The Blind Banker [Bluray-1080p][AC3 2.0][x264]-SOFCJ.mkv","shows","7.35 GiB","01:28:25","AVC","High","-","10617 kb/s","25.000","1920x1080","[ru, AC-3, 640 kb/s, 2ch, default]; [en, AC-3, 640 kb/s, 2ch, default]","[ru, SRT]; [en, SRT, default]","en,ru","en,ru"
